(0, 1) (2, 3) (4, 5) (6, 8) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/831
(0, 5) (1, 8) (2, 11) (3, 7) (4, 10) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/403
(0, 5) (1, 8) (2, 11) (3, 10) (4, 9) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/325
(0, 5) (1, 9) (2, 3) (4, 7) (6, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/264
(0, 5) (1, 9) (2, 3) (4, 7) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/256
(0, 5) (1, 9) (2, 3) (4, 11) (6, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/333
(0, 5) (1, 9) (2, 4) (3, 6) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/861
(0, 5) (1, 9) (2, 4) (3, 7) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/284
(0, 5) (1, 9) (2, 4) (3, 8) (6, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/823
(0, 5) (1, 9) (2, 6) (3, 4) (7, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/348
(0, 5) (1, 9) (2, 7) (3, 4) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/727
(0, 5) (1, 9) (2, 7) (3, 8) (4, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/859
(0, 5) (1, 9) (2, 11) (3, 6) (4, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/224
(0, 5) (1, 9) (2, 11) (3, 10) (4, 8) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/772
(0, 5) (1, 10) (2, 3) (4, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/116
(0, 5) (1, 10) (2, 4) (3, 6) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/834
(0, 5) (1, 10) (2, 6) (3, 8) (4, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/142
(0, 5) (1, 10) (2, 6) (3, 11) (4, 9) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/819
(0, 5) (1, 10) (2, 9) (3, 6) (4, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/656
(0, 5) (1, 11) (2, 4) (3, 10) (6, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/274
(0, 5) (1, 11) (2, 6) (3, 4) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/931
(0, 5) (1, 11) (2, 7) (3, 9) (4, 6) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/139
(0, 5) (1, 11) (2, 7) (3, 10) (4, 8) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/192
(0, 5) (1, 11) (2, 8) (3, 4) (6, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/575
(0, 5) (1, 11) (2, 8) (3, 4) (6, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/961
(0, 5) (1, 11) (2, 9) (3, 6) (4, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/816
(0, 5) (1, 11) (2, 9) (3, 7) (4, 6) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/711
(0, 5) (1, 11) (2, 9) (3, 10) (4, 8) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/257
(0, 5) (1, 11) (2, 10) (3, 6) (4, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/440
(0, 5) (1, 11) (2, 10) (3, 7) (4, 8) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/974
(0, 5) (1, 11) (2, 10) (3, 8) (4, 6) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/630
(0, 5) (1, 11) (2, 10) (3, 9) (4, 8) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/364
(0, 6) (1, 2) (3, 4) (5, 10) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/419
(0, 6) (1, 2) (3, 5) (4, 8) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/577
(0, 6) (1, 2) (3, 5) (4, 11) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/896
(0, 6) (1, 2) (3, 7) (4, 9) (5, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/388
(0, 6) (1, 2) (3, 7) (4, 10) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/392
(0, 6) (1, 2) (3, 8) (4, 5) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/442
(0, 6) (1, 2) (3, 8) (4, 7) (5, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/297
(0, 6) (1, 2) (3, 9) (4, 8) (5, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/295
(0, 6) (1, 2) (3, 10) (4, 5) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/138
(0, 6) (1, 2) (3, 10) (4, 7) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/680
(0, 6) (1, 3) (2, 4) (5, 11) (7, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/592
(0, 6) (1, 3) (2, 5) (4, 8) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/863
(0, 6) (1, 3) (2, 5) (4, 11) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/259
(0, 6) (1, 3) (2, 7) (4, 5) (8, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/556
(0, 6) (1, 3) (2, 8) (4, 5) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/648
(0, 6) (1, 3) (2, 8) (4, 11) (5, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/965
(0, 6) (1, 3) (2, 9) (4, 7) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/721
(0, 6) (1, 3) (2, 9) (4, 8) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/148
(0, 6) (1, 3) (2, 10) (4, 11) (5, 7) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/701
(0, 6) (1, 4) (2, 5) (3, 8) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/969
(0, 6) (1, 4) (2, 5) (3, 9) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/495
(0, 6) (1, 4) (2, 8) (3, 9) (5, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/579
(0, 6) (1, 4) (2, 8) (3, 10) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/302
(0, 6) (1, 4) (2, 8) (3, 11) (5, 7) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/550
(0, 6) (1, 4) (2, 9) (3, 5) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/176
(0, 6) (1, 4) (2, 9) (3, 7) (5, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/715
(0, 6) (1, 4) (2, 11) (3, 9) (5, 10) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/483
(0, 6) (1, 5) (2, 3) (4, 7) (8, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/397
(0, 6) (1, 5) (2, 3) (4, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/301
(0, 6) (1, 5) (2, 4) (3, 9) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/191
(0, 6) (1, 5) (2, 7) (3, 8) (4, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/155
(0, 6) (1, 5) (2, 7) (3, 8) (4, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/240
(0, 6) (1, 5) (2, 7) (3, 9) (4, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/272
(0, 6) (1, 5) (2, 10) (3, 11) (4, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/194
(0, 6) (1, 5) (2, 10) (3, 11) (4, 9) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/743
(0, 6) (1, 5) (2, 11) (3, 7) (4, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/186
(0, 6) (1, 5) (2, 11) (3, 9) (4, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/413
(0, 6) (1, 7) (2, 3) (4, 8) (5, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/538
(0, 6) (1, 7) (2, 4) (3, 9) (5, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/135
(0, 6) (1, 7) (2, 5) (3, 10) (4, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/777
(0, 6) (1, 7) (2, 8) (3, 9) (4, 11) (5, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/947
(0, 6) (1, 7) (2, 8) (3, 11) (4, 5) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/263
(0, 6) (1, 7) (2, 9) (3, 4) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/358
(0, 6) (1, 7) (2, 9) (3, 4) (5, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/335
(0, 6) (1, 7) (2, 9) (3, 5) (4, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/541
(0, 6) (1, 7) (2, 10) (3, 8) (4, 5) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/519
(0, 6) (1, 7) (2, 11) (3, 5) (4, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/997
(0, 6) (1, 8) (2, 3) (4, 5) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/563
(0, 6) (1, 8) (2, 4) (3, 9) (5, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/286
(0, 6) (1, 8) (2, 4) (3, 11) (5, 9) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/268
(0, 6) (1, 8) (2, 7) (3, 4) (5, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/593
(0, 6) (1, 8) (2, 7) (3, 4) (5, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/352
(0, 6) (1, 8) (2, 9) (3, 5) (4, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/255
(0, 6) (1, 8) (2, 9) (3, 7) (4, 5) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/290
(0, 6) (1, 8) (2, 9) (3, 7) (4, 10) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/779
(0, 6) (1, 8) (2, 9) (3, 7) (4, 11) (5, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/632
(0, 6) (1, 8) (2, 10) (3, 7) (4, 9) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/294
(0, 6) (1, 8) (2, 10) (3, 9) (4, 7) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/235
(0, 6) (1, 8) (2, 10) (3, 11) (4, 7) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/912
(0, 6) (1, 9) (2, 3) (4, 7) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/276
(0, 6) (1, 9) (2, 3) (4, 11) (5, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/641
(0, 6) (1, 9) (2, 5) (3, 4) (7, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/342
(0, 6) (1, 9) (2, 5) (3, 4) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/371
(0, 6) (1, 9) (2, 5) (3, 8) (4, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/847
(0, 6) (1, 9) (2, 5) (3, 11) (4, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/640
(0, 6) (1, 9) (2, 7) (3, 8) (4, 5) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/528
(0, 6) (1, 9) (2, 7) (3, 11) (4, 8) (5, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/373
(0, 6) (1, 9) (2, 8) (3, 11) (4, 5) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/502
(0, 6) (1, 9) (2, 10) (3, 8) (4, 11) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/706
(0, 6) (1, 9) (2, 11) (3, 7) (4, 5) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/761
(0, 6) (1, 10) (2, 3) (4, 5) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/437
(0, 6) (1, 10) (2, 3) (4, 8) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/336
(0, 6) (1, 10) (2, 3) (4, 9) (5, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/983
(0, 6) (1, 10) (2, 3) (4, 9) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/273
(0, 6) (1, 10) (2, 4) (3, 7) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/820
(0, 6) (1, 10) (2, 4) (3, 7) (5, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/967
(0, 6) (1, 10) (2, 4) (3, 11) (5, 9) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/222
(0, 6) (1, 10) (2, 5) (3, 4) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/999
(0, 6) (1, 10) (2, 5) (3, 7) (4, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/115
(0, 6) (1, 10) (2, 5) (3, 11) (4, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/165
(0, 6) (1, 10) (2, 7) (3, 9) (4, 11) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/559
(0, 6) (1, 10) (2, 8) (3, 11) (4, 7) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/606
(0, 6) (1, 11) (2, 3) (4, 7) (5, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/851
(0, 6) (1, 11) (2, 3) (4, 8) (5, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/119
(0, 6) (1, 11) (2, 8) (3, 9) (4, 10) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/167
(0, 6) (1, 11) (2, 8) (3, 10) (4, 9) (5, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/445
(0, 6) (1, 11) (2, 9) (3, 7) (4, 10) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/890
(0, 6) (1, 11) (2, 10) (3, 8) (4, 5) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/849
(0, 7) (1, 2) (3, 5) (4, 8) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/411
(0, 7) (1, 2) (3, 5) (4, 9) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/415
(0, 7) (1, 2) (3, 6) (4, 5) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/746
(0, 7) (1, 2) (3, 9) (4, 5) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/574
(0, 7) (1, 2) (3, 9) (4, 5) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/591
(0, 7) (1, 2) (3, 9) (4, 8) (5, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/875
(0, 7) (1, 2) (3, 10) (4, 6) (5, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/446
(0, 7) (1, 2) (3, 10) (4, 6) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/677
(0, 7) (1, 2) (3, 10) (4, 8) (5, 6) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/679
(0, 7) (1, 2) (3, 11) (4, 10) (5, 8) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/955
(0, 7) (1, 3) (2, 4) (5, 10) (6, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/636
(0, 7) (1, 3) (2, 4) (5, 10) (6, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/362
(0, 7) (1, 3) (2, 6) (4, 10) (5, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/533
(0, 7) (1, 3) (2, 8) (4, 6) (5, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/543
(0, 7) (1, 3) (2, 9) (4, 6) (5, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/370
(0, 7) (1, 3) (2, 10) (4, 8) (5, 9) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/137
(0, 7) (1, 3) (2, 11) (4, 6) (5, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/275
(0, 7) (1, 4) (2, 3) (5, 8) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/926
(0, 7) (1, 4) (2, 6) (3, 5) (8, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/745
(0, 7) (1, 4) (2, 6) (3, 9) (5, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/509
(0, 7) (1, 4) (2, 6) (3, 11) (5, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/941
(0, 7) (1, 4) (2, 8) (3, 9) (5, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/946
(0, 7) (1, 4) (2, 9) (3, 8) (5, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/283
(0, 7) (1, 5) (2, 3) (4, 6) (8, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/730
(0, 7) (1, 5) (2, 3) (4, 8) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/207
(0, 7) (1, 5) (2, 3) (4, 9) (6, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/597
(0, 7) (1, 5) (2, 4) (3, 11) (6, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/501
(0, 7) (1, 5) (2, 6) (3, 4) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/205
(0, 7) (1, 5) (2, 6) (3, 11) (4, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/588
(0, 7) (1, 5) (2, 8) (3, 4) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/211
(0, 7) (1, 5) (2, 9) (3, 6) (4, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/569
(0, 7) (1, 5) (2, 9) (3, 11) (4, 6) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/157
(0, 7) (1, 5) (2, 10) (3, 4) (6, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/607
(0, 7) (1, 5) (2, 10) (3, 8) (4, 9) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/671
(0, 7) (1, 5) (2, 11) (3, 9) (4, 8) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/112
(0, 7) (1, 6) (2, 3) (4, 11) (5, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/493
(0, 7) (1, 6) (2, 4) (3, 8) (5, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/877
(0, 7) (1, 6) (2, 4) (3, 9) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/898
(0, 7) (1, 6) (2, 5) (3, 8) (4, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/314
(0, 7) (1, 6) (2, 8) (3, 10) (4, 11) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/753
(0, 7) (1, 6) (2, 10) (3, 11) (4, 8) (5, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/443
(0, 7) (1, 6) (2, 11) (3, 8) (4, 5) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/775
(0, 7) (1, 6) (2, 11) (3, 10) (4, 9) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/465
(0, 7) (1, 8) (2, 4) (3, 5) (6, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/844
(0, 7) (1, 8) (2, 4) (3, 6) (5, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/744
(0, 7) (1, 8) (2, 4) (3, 10) (5, 11) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/879
(0, 7) (1, 8) (2, 5) (3, 4) (6, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/133
(0, 7) (1, 8) (2, 5) (3, 6) (4, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/571
(0, 7) (1, 8) (2, 9) (3, 5) (4, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/841
(0, 7) (1, 8) (2, 10) (3, 11) (4, 9) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/752
(0, 7) (1, 8) (2, 11) (3, 9) (4, 5) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/466
(0, 7) (1, 8) (2, 11) (3, 9) (4, 10) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/996
(0, 7) (1, 9) (2, 3) (4, 6) (5, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/546
(0, 7) (1, 9) (2, 4) (3, 8) (5, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/973
(0, 7) (1, 9) (2, 4) (3, 10) (5, 8) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/683
(0, 7) (1, 9) (2, 6) (3, 10) (4, 11) (5, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/901
(0, 7) (1, 9) (2, 8) (3, 4) (5, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/499
(0, 7) (1, 9) (2, 8) (3, 4) (5, 11) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/698
(0, 7) (1, 9) (2, 10) (3, 11) (4, 8) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/994
(0, 7) (1, 10) (2, 3) (4, 11) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/384
(0, 7) (1, 10) (2, 4) (3, 5) (6, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/852
(0, 7) (1, 10) (2, 8) (3, 11) (4, 9) (5, 6) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/972
(0, 7) (1, 10) (2, 9) (3, 4) (5, 8) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/968
(0, 7) (1, 10) (2, 9) (3, 8) (4, 6) (5, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/833
(0, 7) (1, 10) (2, 11) (3, 5) (4, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/940
(0, 7) (1, 11) (2, 4) (3, 10) (5, 6) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/957
