(0, 3) (1, 9) (2, 8) (4, 7) (5, 10) (6, 11), 0.8602707006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/41
(0, 11) (1, 10) (2, 7) (3, 8) (4, 9) (5, 6), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/611
(0, 11) (1, 4) (2, 6) (3, 10) (5, 8) (7, 9), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/663
(0, 2) (1, 8) (3, 9) (4, 6) (5, 11) (7, 10), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/734
(0, 3) (1, 2) (4, 5) (6, 9) (7, 10) (8, 11), 0.50109474522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/245
(0, 2) (1, 6) (3, 8) (4, 10) (5, 7) (9, 11), 0.50109474522293, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/355
(0, 11) (1, 5) (2, 9) (3, 6) (4, 8) (7, 10), 0.5009952229299363, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/258
(0, 11) (1, 4) (2, 5) (3, 6) (7, 10) (8, 9), 0.5009952229299363, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/681
(0, 4) (1, 7) (2, 6) (3, 9) (5, 10) (8, 11), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/57
(0, 5) (1, 4) (2, 6) (3, 8) (7, 9) (10, 11), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/182
(0, 3) (1, 10) (2, 5) (4, 8) (6, 9) (7, 11), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/208
(0, 9) (1, 7) (2, 10) (3, 11) (4, 5) (6, 8), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/456
(0, 6) (1, 8) (2, 9) (3, 7) (4, 11) (5, 10), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/632
(0, 10) (1, 4) (2, 11) (3, 9) (5, 7) (6, 8), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/723
(0, 7) (1, 8) (2, 4) (3, 10) (5, 11) (6, 9), 0.5008957006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/879
(0, 2) (1, 10) (3, 8) (4, 6) (5, 7) (9, 11), 0.5007961783439491, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/28
(0, 1) (2, 9) (3, 6) (4, 10) (5, 11) (7, 8), 0.5007961783439491, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/461
(0, 3) (1, 2) (4, 9) (5, 8) (6, 7) (10, 11), 0.5007961783439491, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/628
(0, 10) (1, 7) (2, 11) (3, 6) (4, 5) (8, 9), 0.5007961783439491, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/773
(0, 9) (1, 8) (2, 10) (3, 6) (4, 7) (5, 11), 0.5007961783439491, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/809
(0, 4) (1, 5) (2, 8) (3, 11) (6, 10) (7, 9), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/51
(0, 9) (1, 7) (2, 10) (3, 4) (5, 11) (6, 8), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/120
(0, 6) (1, 10) (2, 4) (3, 11) (5, 9) (7, 8), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/222
(0, 1) (2, 10) (3, 6) (4, 8) (5, 9) (7, 11), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/246
(0, 5) (1, 3) (2, 11) (4, 10) (6, 8) (7, 9), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/249
(0, 5) (1, 7) (2, 10) (3, 9) (4, 8) (6, 11), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/250
(0, 5) (1, 11) (2, 9) (3, 10) (4, 8) (6, 7), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/257
(0, 8) (1, 4) (2, 3) (5, 10) (6, 9) (7, 11), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/512
(0, 10) (1, 2) (3, 4) (5, 11) (6, 8) (7, 9), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/661
(0, 8) (1, 7) (2, 10) (3, 6) (4, 5) (9, 11), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/667
(0, 11) (1, 9) (2, 5) (3, 8) (4, 10) (6, 7), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/689
(0, 11) (1, 3) (2, 5) (4, 8) (6, 7) (9, 10), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/762
(0, 6) (1, 8) (2, 10) (3, 11) (4, 7) (5, 9), 0.5006966560509554, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/912
(0, 1) (2, 3) (4, 10) (5, 9) (6, 7) (8, 11), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/195
(0, 4) (1, 5) (2, 10) (3, 6) (7, 8) (9, 11), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/225
(0, 5) (1, 11) (2, 4) (3, 10) (6, 8) (7, 9), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/274
(0, 2) (1, 6) (3, 5) (4, 8) (7, 10) (9, 11), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/395
(0, 1) (2, 8) (3, 7) (4, 11) (5, 10) (6, 9), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/617
(0, 5) (1, 7) (2, 11) (3, 4) (6, 8) (9, 10), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/659
(0, 4) (1, 2) (3, 6) (5, 7) (8, 9) (10, 11), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/756
(0, 6) (1, 10) (2, 3) (4, 9) (5, 7) (8, 11), 0.5005971337579618, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/983
(0, 5) (1, 2) (3, 4) (6, 11) (7, 8) (9, 10), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/69
(0, 5) (1, 2) (3, 7) (4, 11) (6, 9) (8, 10), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/220
(0, 3) (1, 2) (4, 7) (5, 10) (6, 11) (8, 9), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/602
(0, 1) (2, 4) (3, 8) (5, 10) (6, 11) (7, 9), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/808
(0, 11) (1, 2) (3, 8) (4, 7) (5, 10) (6, 9), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/826
(0, 4) (1, 6) (2, 10) (3, 8) (5, 7) (9, 11), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/828
(0, 3) (1, 10) (2, 9) (4, 6) (5, 11) (7, 8), 0.5004976114649682, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/962
(0, 7) (1, 8) (2, 5) (3, 4) (6, 10) (9, 11), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/133
(0, 2) (1, 6) (3, 8) (4, 5) (7, 10) (9, 11), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/169
(0, 8) (1, 2) (3, 10) (4, 7) (5, 6) (9, 11), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/467
(0, 3) (1, 6) (2, 7) (4, 5) (8, 9) (10, 11), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/468
(0, 5) (1, 6) (2, 11) (3, 8) (4, 10) (7, 9), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/478
(0, 7) (1, 5) (2, 4) (3, 11) (6, 10) (8, 9), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/501
(0, 10) (1, 3) (2, 5) (4, 8) (6, 9) (7, 11), 0.5003980891719745, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/726
(0, 11) (1, 6) (2, 5) (3, 7) (4, 9) (8, 10), 0.5002985668789809, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/280
(0, 2) (1, 9) (3, 7) (4, 11) (5, 10) (6, 8), 0.5002985668789809, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/417
(0, 8) (1, 2) (3, 7) (4, 11) (5, 6) (9, 10), 0.5002985668789809, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/649
(0, 1) (2, 4) (3, 6) (5, 10) (7, 8) (9, 11), 0.5002985668789809, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/925
(0, 4) (1, 6) (2, 8) (3, 10) (5, 9) (7, 11), 0.5001990445859873, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/404
(0, 10) (1, 6) (2, 4) (3, 7) (5, 11) (8, 9), 0.5001990445859873, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/557
(0, 5) (1, 7) (2, 4) (3, 10) (6, 11) (8, 9), 0.5001990445859873, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/814
(0, 3) (1, 8) (2, 6) (4, 5) (7, 9) (10, 11), 0.5001990445859873, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/815
(0, 1) (2, 10) (3, 5) (4, 7) (6, 11) (8, 9), 0.5001990445859873, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/830
(0, 5) (1, 4) (2, 10) (3, 11) (6, 9) (7, 8), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/77
(0, 3) (1, 5) (2, 4) (6, 10) (7, 9) (8, 11), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/161
(0, 9) (1, 5) (2, 7) (3, 8) (4, 11) (6, 10), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/210
(0, 5) (1, 2) (3, 11) (4, 8) (6, 10) (7, 9), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/217
(0, 2) (1, 9) (3, 6) (4, 10) (5, 8) (7, 11), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/453
(0, 3) (1, 8) (2, 10) (4, 9) (5, 11) (6, 7), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/473
(0, 8) (1, 9) (2, 3) (4, 5) (6, 11) (7, 10), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/580
(0, 7) (1, 6) (2, 4) (3, 9) (5, 8) (10, 11), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/898
(0, 9) (1, 8) (2, 5) (3, 11) (4, 10) (6, 7), 0.5000995222929936, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/910
(0, 5) (1, 2) (3, 10) (4, 6) (7, 8) (9, 11), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/102
(0, 11) (1, 10) (2, 3) (4, 5) (6, 8) (7, 9), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/238
(0, 3) (1, 4) (2, 7) (5, 8) (6, 9) (10, 11), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/298
(0, 4) (1, 3) (2, 7) (5, 9) (6, 10) (8, 11), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/488
(0, 10) (1, 2) (3, 7) (4, 6) (5, 8) (9, 11), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/950
(0, 10) (1, 7) (2, 8) (3, 9) (4, 11) (5, 6), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/963
(0, 10) (1, 11) (2, 6) (3, 5) (4, 7) (8, 9), 0.5, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/990
(0, 7) (1, 2) (3, 5) (4, 8) (6, 10) (9, 11), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/99
(0, 3) (1, 4) (2, 7) (5, 6) (8, 11) (9, 10), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/188
(0, 5) (1, 8) (2, 4) (3, 9) (6, 7) (10, 11), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/704
(0, 11) (1, 7) (2, 10) (3, 8) (4, 9) (5, 6), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/713
(0, 10) (1, 9) (2, 4) (3, 11) (5, 7) (6, 8), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/755
(0, 10) (1, 3) (2, 11) (4, 5) (6, 7) (8, 9), 0.4999004777070063, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/804
(0, 1) (2, 5) (3, 7) (4, 10) (6, 11) (8, 9), 0.4998009554140127, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/144
(0, 4) (1, 7) (2, 6) (3, 11) (5, 10) (8, 9), 0.4997014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/58
(0, 8) (1, 4) (2, 3) (5, 6) (7, 10) (9, 11), 0.4997014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/508
(0, 9) (1, 11) (2, 3) (4, 7) (5, 8) (6, 10), 0.4997014331210191, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/862
(0, 10) (1, 5) (2, 3) (4, 9) (6, 8) (7, 11), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/132
(0, 6) (1, 5) (2, 4) (3, 9) (7, 10) (8, 11), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/191
(0, 11) (1, 3) (2, 8) (4, 6) (5, 7) (9, 10), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/251
(0, 9) (1, 6) (2, 10) (3, 4) (5, 11) (7, 8), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/324
(0, 11) (1, 7) (2, 6) (3, 9) (4, 8) (5, 10), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/346
(0, 6) (1, 11) (2, 3) (4, 7) (5, 9) (8, 10), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/851
(0, 11) (1, 2) (3, 6) (4, 10) (5, 9) (7, 8), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/945
(0, 6) (1, 3) (2, 8) (4, 11) (5, 9) (7, 10), 0.4996019108280254, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/965
(0, 5) (1, 2) (3, 8) (4, 10) (6, 7) (9, 11), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/72
(0, 7) (1, 11) (2, 5) (3, 4) (6, 8) (9, 10), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/200
(0, 9) (1, 8) (2, 11) (3, 6) (4, 7) (5, 10), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/524
(0, 3) (1, 5) (2, 11) (4, 6) (7, 8) (9, 10), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/662
(0, 6) (1, 8) (2, 9) (3, 7) (4, 10) (5, 11), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/779
(0, 4) (1, 9) (2, 7) (3, 8) (5, 11) (6, 10), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/858
(0, 5) (1, 2) (3, 8) (4, 10) (6, 7) (9, 11), 0.4995023885350318, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/930
(0, 9) (1, 2) (3, 11) (4, 7) (5, 8) (6, 10), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/168
(0, 8) (1, 4) (2, 10) (3, 11) (5, 9) (6, 7), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/334
(0, 9) (1, 11) (2, 5) (3, 6) (4, 7) (8, 10), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/432
(0, 7) (1, 6) (2, 10) (3, 11) (4, 8) (5, 9), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/443
(0, 1) (2, 8) (3, 6) (4, 10) (5, 9) (7, 11), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/451
(0, 8) (1, 4) (2, 6) (3, 11) (5, 10) (7, 9), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/506
(0, 4) (1, 8) (2, 6) (3, 10) (5, 9) (7, 11), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/736
(0, 7) (1, 8) (2, 10) (3, 11) (4, 9) (5, 6), 0.4994028662420382, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/752
(0, 5) (1, 4) (2, 9) (3, 8) (6, 7) (10, 11), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/74
(0, 3) (1, 2) (4, 8) (5, 11) (6, 9) (7, 10), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/184
(0, 9) (1, 7) (2, 4) (3, 11) (5, 10) (6, 8), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/416
(0, 3) (1, 6) (2, 10) (4, 8) (5, 9) (7, 11), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/436
(0, 10) (1, 8) (2, 6) (3, 9) (4, 11) (5, 7), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/594
(0, 2) (1, 4) (3, 7) (5, 9) (6, 10) (8, 11), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/759
(0, 11) (1, 10) (2, 3) (4, 9) (5, 6) (7, 8), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/760
(0, 9) (1, 5) (2, 11) (3, 4) (6, 8) (7, 10), 0.4993033439490446, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/818
(0, 10) (1, 3) (2, 11) (4, 8) (5, 7) (6, 9), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/262
(0, 1) (2, 5) (3, 11) (4, 8) (6, 10) (7, 9), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/270
(0, 11) (1, 4) (2, 7) (3, 6) (5, 9) (8, 10), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/296
(0, 6) (1, 2) (3, 4) (5, 10) (7, 9) (8, 11), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/419
(0, 2) (1, 6) (3, 7) (4, 11) (5, 8) (9, 10), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/505
(0, 9) (1, 11) (2, 10) (3, 6) (4, 8) (5, 7), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/540
(0, 4) (1, 10) (2, 8) (3, 9) (5, 11) (6, 7), 0.4992038216560509, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/748
(0, 3) (1, 5) (2, 10) (4, 7) (6, 8) (9, 11), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/265
(0, 3) (1, 4) (2, 6) (5, 7) (8, 11) (9, 10), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/347
(0, 9) (1, 6) (2, 10) (3, 4) (5, 8) (7, 11), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/452
(0, 11) (1, 5) (2, 10) (3, 6) (4, 9) (7, 8), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/480
(0, 11) (1, 2) (3, 6) (4, 5) (7, 10) (8, 9), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/637
(0, 3) (1, 4) (2, 6) (5, 10) (7, 11) (8, 9), 0.4991042993630573, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/739
(0, 3) (1, 4) (2, 7) (5, 10) (6, 9) (8, 11), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/35
(0, 5) (1, 9) (2, 3) (4, 6) (7, 8) (10, 11), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/86
(0, 9) (1, 10) (2, 11) (3, 6) (4, 5) (7, 8), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/147
(0, 10) (1, 5) (2, 8) (3, 6) (4, 11) (7, 9), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/393
(0, 10) (1, 8) (2, 7) (3, 6) (4, 11) (5, 9), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/532
(0, 6) (1, 9) (2, 10) (3, 8) (4, 11) (5, 7), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/706
(0, 6) (1, 7) (2, 5) (3, 10) (4, 9) (8, 11), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/777
(0, 1) (2, 8) (3, 4) (5, 6) (7, 10) (9, 11), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/791
(0, 2) (1, 7) (3, 8) (4, 5) (6, 10) (9, 11), 0.4990047770700637, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/908
(0, 1) (2, 9) (3, 4) (5, 8) (6, 10) (7, 11), 0.49890525477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/426
(0, 6) (1, 4) (2, 5) (3, 9) (7, 10) (8, 11), 0.49890525477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/495
(0, 10) (1, 8) (2, 6) (3, 7) (4, 9) (5, 11), 0.49890525477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/995
(0, 11) (1, 5) (2, 3) (4, 10) (6, 8) (7, 9), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/231
(0, 8) (1, 2) (3, 7) (4, 9) (5, 10) (6, 11), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/321
(0, 11) (1, 6) (2, 8) (3, 4) (5, 9) (7, 10), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/329
(0, 8) (1, 5) (2, 4) (3, 6) (7, 11) (9, 10), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/402
(0, 5) (1, 8) (2, 11) (3, 7) (4, 10) (6, 9), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/403
(0, 2) (1, 6) (3, 5) (4, 10) (7, 8) (9, 11), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/695
(0, 11) (1, 5) (2, 3) (4, 6) (7, 10) (8, 9), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/718
(0, 1) (2, 10) (3, 6) (4, 5) (7, 11) (8, 9), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/751
(0, 7) (1, 9) (2, 6) (3, 10) (4, 11) (5, 8), 0.4988057324840764, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/901
(0, 11) (1, 8) (2, 9) (3, 5) (4, 10) (6, 7), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/173
(0, 5) (1, 6) (2, 11) (3, 7) (4, 8) (9, 10), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/537
(0, 10) (1, 6) (2, 11) (3, 9) (4, 7) (5, 8), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/567
(0, 9) (1, 10) (2, 11) (3, 7) (4, 5) (6, 8), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/596
(0, 1) (2, 6) (3, 8) (4, 11) (5, 7) (9, 10), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/936
(0, 1) (2, 3) (4, 8) (5, 10) (6, 9) (7, 11), 0.4987062101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/948
(0, 4) (1, 8) (2, 9) (3, 10) (5, 6) (7, 11), 0.4986066878980891, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/150
(0, 3) (1, 10) (2, 8) (4, 9) (5, 7) (6, 11), 0.4986066878980891, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/390
(0, 3) (1, 9) (2, 5) (4, 6) (7, 11) (8, 10), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/422
(0, 6) (1, 4) (2, 8) (3, 9) (5, 10) (7, 11), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/579
(0, 10) (1, 5) (2, 3) (4, 9) (6, 7) (8, 11), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/660
(0, 5) (1, 3) (2, 7) (4, 10) (6, 11) (8, 9), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/810
(0, 10) (1, 3) (2, 4) (5, 9) (6, 7) (8, 11), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/933
(0, 4) (1, 6) (2, 9) (3, 5) (7, 11) (8, 10), 0.4985071656050955, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/942
(0, 6) (1, 7) (2, 4) (3, 9) (5, 11) (8, 10), 0.4984076433121019, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/135
(0, 2) (1, 7) (3, 6) (4, 9) (5, 10) (8, 11), 0.4984076433121019, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/149
